(0.9867065585827262+0.9178693995997659j),(0.23164444124978223+0.5925120860356127j),(0.5980962051568732+0.09253439033261446j),(0.44131765435383297+0.8859462765527599j),(0.3067689315382589+0.47339829808407996j),(0.10254624302304327+0.7343745768312796j),(0.7075696844348994+0.7017812734921507j),(0.6574175753014698+0.9079813679648057j),(0.11574533971686596+0.9161840190336759j),(0.785040128290723+0.2108630818333581j),(0.24239865463139076+0.5549365266564349j),(0.925477128378406+0.6645731177388227j),(0.7404973182367706+0.7299667264843557j),(0.37734025466807786+0.2876130443377827j),(0.44791789061597853+0.33143197792099954j),(0.9072275076661035+0.6052483039413898j)
(0.8425955106665131+0.639515951050311j),(0.8800726191279263+0.39217456595079137j),(0.6808651787817188+0.6174188144713145j),(0.5968368821240878+0.5904055222588906j),(0.9548087457722292+0.31114073773883033j),(0.9178349553578501+0.986649361115264j),(0.11237757783130942+0.28291226424461513j),(0.6076470116345661+0.05173459179849782j),(0.33260263684574887+0.3934391592104062j),(0.03832533685498252+0.44508467514485095j),(0.98845864412557+0.6454449417723487j),(0.5234748148259614+0.24180702106883456j),(0.2122548487570497+0.534595462005384j),(0.5422875238014586+0.5800780694644697j),(0.23441964006752902+0.9171985761920355j),(0.2979948076293487+0.500416057300189j)
(0.8318711038234734+0.7568612067182404j),(0.28994701819700297+0.3092425060081747j),(0.1634459152422939+0.442666455770622j),(0.1134735735272685+0.05269017843003776j),(0.6456543878356621+0.21857115209009192j),(0.4282763468957944+0.29303975480060496j),(0.3770185598252741+0.8276229952681121j),(0.06531017228482772+0.8963776465769603j),(0.15723212075703064+0.05744564959308507j),(0.7977932154151228+0.3627355894517811j),(0.30398653197700454+0.5099372393239315j),(0.6606966879872007+0.09743183931292498j),(0.08356364453088105+0.5244833388830596j),(0.9270074437258852+0.8595875232743541j),(0.5008457316439036+0.3927439223069391j),(0.21729942397688107+0.7973934604145441j)
(0.4010993583985526+0.7569001253449064j),(0.8246312224622407+0.7171437654589791j),(0.9750155248926193+0.8706531853616701j),(0.378922322384035+0.026040958303750195j),(0.6538727322367082+0.8312955742367085j),(0.26217690210710065+0.1260400636305341j),(0.7189155538055045+0.30832443866521386j),(0.8606320332612775+0.5892537519398244j),(0.2633326957403288+0.5278185944427197j),(0.5917489070979143+0.5504293975674187j),(0.9126058365452651+0.7289983250505888j),(0.7067175126073951+0.60547795455597j),(0.3042011660413839+0.3964014801345057j),(0.6869516134421705+0.7563563966059559j),(0.8713523441195424+0.3620066207944894j),(0.11789729246412206+0.5320681021782036j)
(0.8249719598646156+0.18246182205196948j),(0.13409496813537258+0.3676703744596165j),(0.554089431595292+0.7866404785962137j),(0.5487818696950629+0.29828002178090085j),(0.6601429880132671+0.03688494701490941j),(0.5625354995850649+0.08612728382340917j),(0.9183437619129189+0.8181772040623735j),(0.7055200154927821+0.7948052724725211j),(0.8755621431866816+0.7058636990466687j),(0.5001598266275566+0.8876736269244443j),(0.7941358077702968+0.029674530961800394j),(0.009572734784381476+0.810646218752928j),(0.2107671575275747+0.03148663596950907j),(0.06889470877995185+0.0614621744827194j),(0.42716420636206076+0.8464344000023248j),(0.3303137927143176+0.7411363222960142j)
(0.3550707191480198+0.025738540644872798j),(0.2464915908747527+0.4138345962643466j),(0.4561182504777016+0.34548157846766925j),(0.28881050802471375+0.7292302402946488j),(0.2741023729340494+0.5531628149707865j),(0.8621648128334712+0.8393211058973319j),(0.3152147058837306+0.6269066575078235j),(0.6550781014266377+0.9677677668324703j),(0.7081861350971871+0.41415057014020906j),(0.00630619731687565+0.7809899916958539j),(0.25048771655316115+0.787141055092021j),(0.40851902332988044+0.4628405636511943j),(0.46055169515005956+0.03452329295804024j),(0.30935417491964745+0.2723100693419137j),(0.1753453766551487+0.013259828895484604j),(0.0019955627057147707+0.19508953381816085j)
(0.6512699860281517+0.8012649534209724j),(0.38768490069170136+0.029108404365155605j),(0.7460805688098079+0.28110868529961464j),(0.6232506990034472+0.16646508891698664j),(0.09538394163348018+0.7711336373161496j),(0.009158916718393195+0.9799598811767827j),(0.9766536140123361+0.5222270888733582j),(0.07757597314411036+0.37236155032662077j),(0.2147476547728907+0.39193878390909986j),(0.8515532402553198+0.6141638344054554j),(0.7228251688332435+0.030850615846614415j),(0.9876229353617768+0.6141607288995238j),(0.8043208315252471+0.44874085169781075j),(0.71131960548076+0.04431580246228517j),(0.7649073134665516+0.4250926005414226j),(0.6827819056019173+0.7825716337507722j)
(0.02257514300931973+0.4247092217220667j),(0.48669414960432655+0.6588779211503284j),(0.6440002558128257+0.7930589278399642j),(0.25449617971830385+0.7552063948228577j),(0.579269007905167+0.1219143163168891j),(0.20958502037996674+0.5431389008656277j),(0.42785066343987166+0.3292707898545163j),(0.1758121016285259+0.0021813663481875523j),(0.3109184196857989+0.3550528455784524j),(0.7685565793673855+0.675812160213213j),(0.25210963392192975+0.4348580137840854j),(0.32576015725048313+0.5024546230866169j),(0.28091773260289765+0.045829348310243656j),(0.7141299453622001+0.472588033420578j),(0.3397273096295652+0.6846875660931361j),(0.07251814410636015+0.1680023231344503j)
(0.9827770689290409+0.22706192319012486j),(0.4818372815447638+0.5155505093526677j),(0.057900912358332834+0.7518875320335047j),(0.41504299201209394+0.8738010511808838j),(0.41043857525020866+0.5559523126446787j),(0.03363444080077871+0.09201350336892178j),(0.7122703688926622+0.593222393806623j),(0.7065920649508457+0.3161008122040613j),(0.05298053944835723+0.31642514068056415j),(0.3055005227427001+0.7042879489181896j),(0.29793563856926875+0.10903279134626376j),(0.936079758304153+0.5637762681006987j),(0.6849733592709272+0.21103496654685583j),(0.28278613126199326+0.5274280456343011j),(0.32096170485815645+0.7069940080618858j),(0.3394300288677249+0.010192915219269572j)
(0.8140549861571114+0.6644109376143096j),(0.948301195192119+0.6420441696106001j),(0.691565479662749+0.6104024037284671j),(0.8170980647626463+0.1737590992988508j),(0.4201943736620809+0.07824293561516737j),(0.5451188986479221+0.3872051759793481j),(0.2026746743772334+0.6959182303584883j),(0.9937350393633236+0.8122040594521033j),(0.02496728387541336+0.9892842192632624j),(0.5706933945984101+0.36168326440493903j),(0.83664498779388+0.6837990351466612j),(0.46406846904462185+0.25257027846362656j),(0.9453382194118588+0.32921797953876786j),(0.8500973176116715+0.1505329379029806j),(0.5049037888333221+0.1994082938544981j),(0.4381701653086837+0.45038913454088814j)
