(0.8377624127037242+0.9763410796201085j),(0.4633927380877123+0.1506522949343867j),(0.20612200768289057+0.8052557173297348j),(0.31111674436170356+0.7065905931479183j),(0.20152393179871086+0.8709084956595297j),(0.6734966280486596+0.5639059907686684j),(0.6030961246214779+0.5559631957467043j),(0.23160117913663436+0.3945669185953429j),(0.31245899828734736+0.09629707569420942j),(0.4590519648270024+0.03237303349523468j),(0.27050790823689197+0.44633336166137294j),(0.814091385319019+0.3427956500693705j),(0.9576892098512153+0.004266885639523932j),(0.22397490992373914+0.9726017678508528j),(0.44433751870793936+0.5906819496186021j),(0.9345662655760366+0.07471313609615882j)
(0.18161532988645523+0.7943800370047637j),(0.336995538211486+0.6693170373395485j),(0.9294797648686555+0.41929666680332234j),(0.7015517425676322+0.5981342468664261j),(0.36919795932767885+0.15972544127051425j),(0.5687995752105417+0.4692146650101018j),(0.39309615705838563+0.23789498383528418j),(0.4370620817626647+0.08466003236525432j),(0.3892504154699865+0.5224282490332605j),(0.8706388767540636+0.023388184233280818j),(0.4922060201527412+0.030524331188311438j),(0.33469323945838103+0.5903452932944997j),(0.3145372191714424+0.5805316475185784j),(0.722613719927467+0.6030918005570997j),(0.517755222100327+0.6134608888696219j),(0.20053473118702847+0.3018046217637266j)
(0.35234287290272215+0.7802532480697654j),(0.9640138042677079+0.5800807591339078j),(0.9526634833933264+0.1528081117731992j),(0.8820338388683389+0.8287710616953571j),(0.5427137711522703+0.9965636908931266j),(0.639477426866903+0.7265004336863656j),(0.6151519901570851+0.10816979460491738j),(0.5044160999602106+0.2687551226247965j),(0.8940601035138825+0.6329544938285792j),(0.22282488036009618+0.1467755348428641j),(0.9720547321949443+0.35710677154620263j),(0.00828338051238331+0.3768393810949965j),(0.09820095244318316+0.4216105643407875j),(0.10385363545645376+0.9058745597071062j),(0.6870505565878101+0.6278449556540887j),(0.6690227557853481+0.7393440185417602j)
(0.2883317445265662+0.4806531771356559j),(0.3131181620110436+0.8259690341996055j),(0.2675276619550542+0.5868925922896734j),(0.781850453099045+0.391884401025846j),(0.7033505271455327+0.07346060351451367j),(0.6564083686203512+0.5603794923331998j),(0.5200107496009638+0.36088253286570393j),(0.6624279043350417+0.7484237880174316j),(0.6581490856715533+0.40907324290106994j),(0.47934399348042644+0.06083204116658392j),(0.8365256785183358+0.8967604330160719j),(0.9206071118896053+0.6485125504307487j),(0.21818703737867828+0.8923659569565896j),(0.30578752883024973+0.5159254427905513j),(0.9478148838312288+0.5770696994871226j),(0.6907987751107079+0.20461583312403586j)
(0.20893265241306924+0.16926360421156494j),(0.9731328623591569+0.07639140364449226j),(0.00469246207313645+0.8400082796360574j),(0.8768549891981318+0.38216784134108517j),(0.7129074876750019+0.989746231864361j),(0.09772038534324634+0.6884334177089177j),(0.5276267984676165+0.5457607222987614j),(0.5637065954626657+0.5448698169481065j),(0.15845199433038237+0.04390110213263654j),(0.9965798575114926+0.18541286055658812j),(0.4158863956497717+0.4350146535176068j),(0.02271858229038326+0.46769541343858j),(0.9248281492131917+0.6282529588150134j),(0.08254490887217936+0.46721101292241773j),(0.09560587972857804+0.568891875800199j),(0.8851701356640257+0.3398450566855038j)
(0.22653904509252387+0.6981861207051308j),(0.1501503104078925+0.021979637714800493j),(0.05016654404298648+0.3626571902489921j),(0.603823263738044+0.1982401584156338j),(0.6023011505374751+0.309783410306246j),(0.8106902490462436+0.18955401584982312j),(0.019672572457376414+0.566964914434445j),(0.8965462087509205+0.9150826241588659j),(0.6539233400838145+0.7923592825164725j),(0.7210386806489406+0.22440587026131376j),(0.3535926966367877+0.3891430091317303j),(0.22897345469341623+0.18609344808494233j),(0.829747001613368+0.8722045822680713j),(0.1891736112690623+0.8637654331405266j),(0.19023740220430385+0.940013151218995j),(0.12135233914992227+0.7078955859196475j)
(0.6218766941523771+0.7975710548280699j),(0.42658277596542427+0.35265878545059026j),(0.8379526351966268+0.15163795830774351j),(0.26014484946101857+0.6532125815423167j),(0.48604028590992476+0.5586825779266036j),(0.873367738093504+0.6147138132467924j),(0.588323014902555+0.09034892422753205j),(0.325285176946849+0.6216001648288133j),(0.6436545303814885+0.9583084289549608j),(0.4909825871939908+0.499730465366342j),(0.4440804054998111+0.895786583827177j),(0.06871543047482498+0.6479158471259382j),(0.29632525477447336+0.781544090110798j),(0.95471265963358+0.08275962970386685j),(0.06820359326944314+0.21701555541598472j),(0.5568760376006179+0.4874676047534009j)
(0.029356740832486405+0.0030287853992922997j),(0.6301431591705464+0.601222678138459j),(0.824566445375866+0.6671097935754181j),(0.6615184834313519+0.4544017766861571j),(0.31305471838272003+0.7434491951538212j),(0.2318679449967782+0.42856188969748565j),(0.8091365514881147+0.5880150634708156j),(0.9285703212450305+0.13921810646620014j),(0.8628123380002785+0.6057746307628805j),(0.8184416561626732+0.28275432968097414j),(0.5854200035372796+0.18668790408762204j),(0.4840771692047512+0.8730531992860048j),(0.8415019617283112+0.7927633759020342j),(0.9911664325664568+0.6359843045065963j),(0.5669374484072711+0.2619192745732688j),(0.2762266468873529+0.822669549231619j)
(0.16651398018864771+0.26334530375755605j),(0.10095079221507641+0.14919819586598693j),(0.8298759250274792+0.18567122319886553j),(0.8244785985605472+0.9905595694674668j),(0.3334358671240829+0.8221456231699522j),(0.839860068711908+0.015154719630239621j),(0.3323923516295396+0.847035275456565j),(0.9074670551663518+0.5018289107409175j),(0.5389319941440486+0.5375548989797004j),(0.8979022910306335+0.014740596698984199j),(0.4575388477556984+0.17450064960283196j),(0.7524406140903452+0.2493198582276075j),(0.9314538091051993+0.8386963160225597j),(0.6605563169841387+0.5606206427386113j),(0.06589452597589696+0.3832751751678146j),(0.9965400014892488+0.9063413795176634j)
(0.25283390492491675+0.998938905572324j),(0.18705146955512186+0.6483047208154948j),(0.6106136238943892+0.16046257320517732j),(0.47624622196653055+0.44878946326706337j),(0.1368108011124176+0.18223435050013914j),(0.4500348760341195+0.4436957679133139j),(0.22172495981931495+0.7973415375902903j),(0.23571732234265796+0.2913082463214387j),(0.4953381492270573+0.9468962819863802j),(0.6725276553202572+0.6301516001686355j),(0.4304117717712852+0.4941498219209933j),(0.7633019711159855+0.9167342206964493j),(0.5755972109920409+0.5371906480438589j),(0.8517558566641474+0.07972553600367505j),(0.9285863818470537+0.9062411561944461j),(0.04438405763463671+0.43009002725577283j)
